PC,PT,CU,DCM,CH,TY,CT,TP,VF,VT,ZI,HY,BatLbl,StrLbl,CellLbl,Bat No,Str No,Blk Fr,Blk To,Ver,HV,LV,HZ,LZ,HT,LT,HC,LC,SP1,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank,Date,Current,Temp,Volt,Imp,Hydgn,Blank
1,1,1,16,3,Z,,,,3,3,,UPS 2B,2,23,1,2,23,,2.2,14.4,12.5,6,1,,,,,,,,,13.64,2,,,,,,13.64,1.99,,,,,,13.64,1.99,,,,,,13.64,1.99,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.64,2,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.64,2,,,,,,13.63,2,,,,,,13.63,1.99,,,,,,13.63,1.99,,,,,,13.63,1.99,,,,,,13.63,2,,,,,,13.63,2,,
1,1,1,16,4,Z,,,,4,4,,UPS 2B,2,24,1,2,24,,2.2,14.4,12.5,6,1,,,,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.61,1.81,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.81,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.81,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,,,,,13.6,1.8,,
1,1,1,17,1,Z,,,,1,1,,UPS 2B,2,25,1,2,25,,2.2,14.4,12.5,6,1,,,,,,,,,13.59,1.98,,,,,,13.59,1.98,,,,,,13.59,1.98,,,,,,13.58,1.98,,,,,,13.59,1.98,,,,,,13.58,1.98,,,,,,13.56,1.99,,,,,,13.59,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,,,,,13.59,1.98,,,,,,13.59,1.98,,,,,,13.59,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,,,,,13.59,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,,,,,13.58,1.98,,
1,1,1,17,2,Z,,,,2,2,,UPS 2B,2,26,1,2,26,,2.2,14.4,12.5,6,1,,,,,,,,,13.66,1.99,,,,,,13.66,1.99,,,,,,13.67,1.99,,,,,,13.66,1.98,,,,,,13.66,1.99,,,,,,13.66,1.99,,,,,,13.67,1.99,,,,,,13.67,2,,,,,,13.66,1.99,,,,,,13.67,2,,,,,,13.67,2,,,,,,13.67,2,,,,,,13.67,2,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,
1,1,1,17,3,Z,,,,3,3,,UPS 2B,2,27,1,2,27,,2.2,14.4,12.5,6,1,,,,,,,,,13.71,1.98,,,,,,13.72,1.99,,,,,,13.73,1.98,,,,,,13.72,1.98,,,,,,13.72,1.99,,,,,,13.71,1.99,,,,,,13.73,1.99,,,,,,13.71,1.99,,,,,,13.72,1.99,,,,,,13.73,1.99,,,,,,13.72,1.99,,,,,,13.72,1.99,,,,,,13.72,2,,,,,,13.72,1.99,,,,,,13.71,1.98,,,,,,13.71,1.99,,,,,,13.72,1.99,,,,,,13.72,1.99,,,,,,13.71,1.98,,,,,,13.71,1.99,,,,,,13.71,1.98,,
1,1,1,17,4,Z,,,,4,4,,UPS 2B,2,28,1,2,28,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,1.83,,,,,,13.62,1.83,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.83,,,,,,13.63,1.82,,,,,,13.63,1.82,,,,,,13.63,1.82,,,,,,13.63,1.82,,
1,1,1,18,1,Z,,,,1,1,,UPS 2B,2,29,1,2,29,,2.2,14.4,12.5,6,1,,,,,,,,,13.45,2.01,,,,,,13.44,2.01,,,,,,13.43,2.01,,,,,,13.42,2.01,,,,,,13.41,2.02,,,,,,13.4,2.02,,,,,,13.39,2.03,,,,,,13.39,2.04,,,,,,13.39,2.04,,,,,,13.4,2.05,,,,,,13.39,2.04,,,,,,13.39,2.04,,,,,,13.38,2.05,,,,,,13.37,2.05,,,,,,13.36,2.05,,,,,,13.36,2.06,,,,,,13.36,2.06,,,,,,13.36,2.06,,,,,,13.36,2.06,,,,,,13.36,2.06,,,,,,13.36,2.06,,
1,1,1,18,2,Z,,,,2,2,,UPS 2B,2,30,1,2,30,,2.2,14.4,12.5,6,1,,,,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.15,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.15,,,,,,13.58,2.16,,,,,,13.58,2.15,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.15,,,,,,13.58,2.16,,,,,,13.58,2.16,,,,,,13.58,2.15,,,,,,13.58,2.15,,,,,,13.58,2.16,,,,,,13.58,2.15,,
1,1,1,18,3,Z,,,,3,3,,UPS 2B,2,31,1,2,31,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,1.96,,,,,,13.63,1.96,,,,,,13.63,1.95,,,,,,13.62,1.96,,,,,,13.63,1.95,,,,,,13.63,1.96,,,,,,13.62,1.96,,,,,,13.63,1.96,,,,,,13.63,1.95,,,,,,13.63,1.96,,,,,,13.63,1.96,,,,,,13.63,1.96,,,,,,13.63,1.96,,,,,,13.63,1.95,,,,,,13.63,1.95,,,,,,13.62,1.96,,,,,,13.63,1.95,,,,,,13.62,1.95,,,,,,13.62,1.95,,,,,,13.62,1.95,,,,,,13.62,1.95,,
1,1,1,18,4,Z,,,,4,4,,UPS 2B,2,32,1,2,32,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.85,,,,,,13.63,1.84,,,,,,13.62,1.84,,,,,,13.62,1.85,,,,,,13.62,1.85,,,,,,13.62,1.85,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.62,1.84,,,,,,13.61,1.84,,,,,,13.62,1.84,,
1,1,1,19,1,Z,,,,1,1,,UPS 2B,2,33,1,2,33,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.16,,,,,,13.62,2.17,,,,,,13.62,2.16,,,,,,13.62,2.17,,,,,,13.63,2.17,,,,,,13.64,2.17,,,,,,13.65,2.17,,,,,,13.65,2.16,,,,,,13.65,2.17,,,,,,13.65,2.17,,,,,,13.65,2.17,,,,,,13.65,2.17,,,,,,13.65,2.17,,,,,,13.65,2.17,,,,,,13.63,2.16,,,,,,13.64,2.17,,,,,,13.64,2.17,,,,,,13.64,2.16,,,,,,13.64,2.17,,,,,,13.63,2.16,,,,,,13.64,2.16,,
1,1,1,19,2,Z,,,,2,2,,UPS 2B,2,34,1,2,34,,2.2,14.4,12.5,6,1,,,,,,,,,13.61,2.02,,,,,,13.62,2.02,,,,,,13.62,2.02,,,,,,13.61,2.02,,,,,,13.62,2.02,,,,,,13.62,2.03,,,,,,13.62,2.02,,,,,,13.62,2.02,,,,,,13.62,2.02,,,,,,13.62,2.02,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.64,2.03,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.64,2.02,,,,,,13.63,2.02,,,,,,13.64,2.02,,
1,1,1,19,3,Z,,,,3,3,,UPS 2B,2,35,1,2,35,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,2.01,,,,,,13.63,2.01,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.62,2,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.62,2,,,,,,13.61,2,,,,,,13.62,2,,,,,,13.62,2,,
1,1,1,19,4,Z,,,,4,4,,UPS 2B,2,36,1,2,36,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.61,1.8,,,,,,13.62,1.8,,,,,,13.61,1.8,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.62,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.61,1.8,,,,,,13.61,1.79,,,,,,13.61,1.8,,,,,,13.61,1.79,,,,,,13.61,1.8,,
1,1,1,20,1,Z,,,,1,1,,UPS 2B,2,37,1,2,37,,2.2,14.4,12.5,6,1,,,,,,,,,13.6,1.95,,,,,,13.6,1.95,,,,,,13.59,1.94,,,,,,13.59,1.94,,,,,,13.59,1.95,,,,,,13.6,1.94,,,,,,13.6,1.95,,,,,,13.59,1.95,,,,,,13.6,1.94,,,,,,13.6,1.94,,,,,,13.6,1.95,,,,,,13.6,1.94,,,,,,13.59,1.94,,,,,,13.59,1.94,,,,,,13.59,1.94,,,,,,13.59,1.94,,,,,,13.6,1.94,,,,,,13.59,1.94,,,,,,13.59,1.94,,,,,,13.59,1.95,,,,,,13.59,1.94,,
1,1,1,20,2,Z,,,,2,2,,UPS 2B,2,38,1,2,38,,2.2,14.4,12.5,6,1,,,,,,,,,13.39,2.02,,,,,,13.4,2.03,,,,,,13.4,2.03,,,,,,13.4,2.03,,,,,,13.39,2.03,,,,,,13.39,2.04,,,,,,13.38,2.04,,,,,,13.37,2.05,,,,,,13.37,2.05,,,,,,13.36,2.06,,,,,,13.37,2.07,,,,,,13.37,2.06,,,,,,13.37,2.06,,,,,,13.38,2.06,,,,,,13.38,2.05,,,,,,13.37,2.05,,,,,,13.38,2.05,,,,,,13.37,2.05,,,,,,13.38,2.04,,,,,,13.38,2.04,,,,,,13.38,2.04,,
1,1,1,20,3,Z,,,,3,3,,UPS 2B,2,39,1,2,39,,2.2,14.4,12.5,6,1,,,,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.6,1.96,,,,,,13.6,1.96,,,,,,13.62,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.6,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.95,,,,,,13.61,1.95,,,,,,13.62,1.96,,,,,,13.64,1.95,,
1,1,1,20,4,Z,,,,4,4,,UPS 2B,2,40,1,2,40,,2.2,14.4,12.5,6,1,,,,,,,,,13.59,1.76,,,,,,13.59,1.77,,,,,,13.59,1.76,,,,,,13.59,1.76,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.76,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.77,,,,,,13.59,1.76,,,,,,13.59,1.77,,,,,,13.59,1.76,,
1,1,1,21,1,Z,,,,1,1,,UPS 2B,3,1,1,3,1,,2.2,14.4,12.5,6,1,,,,,,,,,13.65,1.98,,,,,,13.66,1.98,,,,,,13.67,1.98,,,,,,13.67,1.98,,,,,,13.66,1.99,,,,,,13.65,1.99,,,,,,13.67,1.98,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.66,1.99,,,,,,13.67,1.99,,,,,,13.67,1.98,,,,,,13.66,1.98,,,,,,13.68,1.99,,,,,,13.67,1.98,,,,,,13.65,1.98,,,,,,13.67,1.98,,,,,,13.67,1.98,,,,,,13.67,1.98,,,,,,13.67,1.98,,,,,,13.67,1.98,,
1,1,1,21,2,Z,,,,2,2,,UPS 2B,3,2,1,3,2,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.63,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,
1,1,1,21,3,Z,,,,3,3,,UPS 2B,3,3,1,3,3,,2.2,14.4,12.5,6,1,,,,,,,,,13.7,2.01,,,,,,13.71,2.01,,,,,,13.71,2,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.7,2.01,,,,,,13.69,2.01,,,,,,13.72,2.01,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.71,2.01,,,,,,13.72,2.01,,,,,,13.71,2.01,,,,,,13.72,2,,,,,,13.72,2,,,,,,13.72,2,,,,,,13.72,2.01,,,,,,13.72,2,,
1,1,1,21,4,Z,,,,4,4,,UPS 2B,3,4,1,3,4,,2.2,14.4,12.5,6,1,,,,,,,,,13.68,1.8,,,,,,13.67,1.8,,,,,,13.67,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.66,1.8,,,,,,13.67,1.8,,,,,,13.67,1.8,,,,,,13.68,1.8,,,,,,13.68,1.8,,,,,,13.68,1.8,,,,,,13.67,1.8,,,,,,13.67,1.8,,,,,,13.67,1.8,,,,,,13.67,1.8,,,,,,13.66,1.8,,
1,1,1,22,1,Z,,,,1,1,,UPS 2B,3,5,1,3,5,,2.2,14.4,12.5,6,1,,,,,,,,,13.6,2,,,,,,13.59,2,,,,,,13.59,1.99,,,,,,13.59,2,,,,,,13.6,2,,,,,,13.6,2,,,,,,13.6,2,,,,,,13.59,2,,,,,,13.6,2,,,,,,13.6,2,,,,,,13.6,2,,,,,,13.6,2,,,,,,13.61,2,,,,,,13.61,2,,,,,,13.61,2,,,,,,13.61,2,,,,,,13.61,2,,,,,,13.61,2,,,,,,13.62,2,,,,,,13.61,2,,,,,,13.61,2,,
1,1,1,22,2,Z,,,,2,2,,UPS 2B,3,6,1,3,6,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.09,,,,,,13.62,2.08,,,,,,13.61,2.08,,,,,,13.62,2.08,,,,,,13.62,2.09,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.62,2.08,,,,,,13.63,2.08,,,,,,13.62,2.08,,
1,1,1,22,3,Z,,,,3,3,,UPS 2B,3,7,1,3,7,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.62,2.02,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.02,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,
1,1,1,22,4,Z,,,,4,4,,UPS 2B,3,8,1,3,8,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,1.82,,,,,,13.62,1.82,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.63,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.63,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.62,1.82,,,,,,13.63,1.82,,
1,1,1,23,1,Z,,,,1,1,,UPS 2B,3,9,1,3,9,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.01,,,,,,13.64,2.01,,,,,,13.64,2,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.64,2.01,,,,,,13.65,2.01,,,,,,13.66,2.01,,,,,,13.66,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.66,2.01,,,,,,13.66,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,,,,,13.66,2.01,,,,,,13.65,2.01,,,,,,13.65,2.01,,
1,1,1,23,2,Z,,,,2,2,,UPS 2B,3,10,1,3,10,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,2.17,,,,,,13.61,2.17,,,,,,13.62,2.17,,,,,,13.62,2.16,,,,,,13.62,2.17,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.61,2.17,,,,,,13.62,2.17,,,,,,13.62,2.17,,,,,,13.62,2.17,,,,,,13.62,2.16,,,,,,13.62,2.17,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,,,,,13.62,2.16,,
1,1,1,23,3,Z,,,,3,3,,UPS 2B,3,11,1,3,11,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.03,,,,,,13.63,2.04,,,,,,13.62,2.03,,,,,,13.63,2.03,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.62,2.03,,,,,,13.62,2.03,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.03,,,,,,13.63,2.04,,,,,,13.63,2.04,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,,,,,13.63,2.03,,
1,1,1,23,4,Z,,,,4,4,,UPS 2B,3,12,1,3,12,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.62,1.81,,,,,,13.61,1.81,,,,,,13.61,1.81,,,,,,13.62,1.8,,,,,,13.62,1.81,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.62,1.8,,,,,,13.62,1.8,,
1,1,1,24,1,Z,,,,1,1,,UPS 2B,3,13,1,3,13,,2.2,14.4,12.5,6,1,,,,,,,,,13.62,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.62,1.96,,,,,,13.62,1.96,,,,,,13.62,1.96,,,,,,13.61,1.97,,,,,,13.61,1.97,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.97,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.62,1.96,,,,,,13.62,1.96,,,,,,13.61,1.96,,,,,,13.61,1.96,,,,,,13.62,1.96,,,,,,13.61,1.96,,
1,1,1,24,2,Z,,,,2,2,,UPS 2B,3,14,1,3,14,,2.2,14.4,12.5,6,1,,,,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.66,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.96,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.67,1.95,,,,,,13.68,1.95,,,,,,13.68,1.95,,,,,,13.68,1.95,,
1,1,1,24,3,Z,,,,3,3,,UPS 2B,3,15,1,3,15,,2.2,14.4,12.5,6,1,,,,,,,,,13.61,2.04,,,,,,13.62,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.6,2.04,,,,,,13.61,2.05,,,,,,13.61,2.04,,,,,,13.61,2.05,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.62,2.04,,,,,,13.61,2.04,,,,,,13.61,2.04,,,,,,13.62,2.04,,,,,,13.61,2.04,,
1,1,1,24,4,Z,,,,4,4,,UPS 2B,3,16,1,3,16,,2.2,14.4,12.5,6,1,,,,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.64,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.64,1.83,,,,,,13.64,1.83,,,,,,13.65,1.83,,,,,,13.65,1.83,,,,,,13.64,1.83,,,,,,13.64,1.83,,,,,,13.64,1.83,,,,,,13.64,1.83,,,,,,13.64,1.83,,
1,1,1,25,1,Z,,,,1,1,,UPS 2B,3,17,1,3,17,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.07,,,,,,13.63,2.07,,,,,,13.62,2.07,,,,,,13.63,2.07,,,,,,13.62,2.07,,,,,,13.63,2.08,,,,,,13.63,2.07,,,,,,13.63,2.07,,,,,,13.62,2.08,,,,,,13.63,2.07,,,,,,13.62,2.07,,,,,,13.63,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,,,,,13.63,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,,,,,13.62,2.07,,
1,1,1,25,2,Z,,,,2,2,,UPS 2B,3,18,1,3,18,,2.2,14.4,12.5,6,1,,,,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.63,2.02,,,,,,13.63,2.02,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.02,,,,,,13.63,2.02,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.62,2.01,,,,,,13.62,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.62,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.62,2.01,,
1,1,1,25,3,Z,,,,3,3,,UPS 2B,3,19,1,3,19,,2.2,14.4,12.5,6,1,,,,,,,,,13.64,2,,,,,,13.64,2.01,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2.01,,,,,,13.63,2.01,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2,,,,,,13.63,2,,
1,1,1,25,4,Z,,,,4,4,,UPS 2B,3,20,1,3,20,,2.2,14.4,12.5,6,1,,,,,,,,,13.66,1.84,,,,,,13.65,1.84,,,,,,13.66,1.84,,,,,,13.66,1.84,,,,,,13.66,1.84,,,,,,13.66,1.85,,,,,,13.66,1.85,,,,,,13.66,1.85,,,,,,13.65,1.85,,,,,,13.66,1.85,,,,,,13.66,1.85,,,,,,13.65,1.84,,,,,,13.65,1.85,,,,,,13.65,1.84,,,,,,13.66,1.85,,,,,,13.66,1.85,,,,,,13.66,1.84,,,,,,13.66,1.84,,,,,,13.66,1.84,,,,,,13.66,1.84,,,,,,13.65,1.84,,
1,1,1,26,1,Z,,,,1,1,,UPS 2B,3,21,1,3,21,,2.2,14.4,12.5,6,1,,,,,,,,,13.67,1.99,,,,,,13.66,1.99,,,,,,13.67,1.98,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.66,1.99,,,,,,13.67,1.99,,,,,,13.66,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.67,1.99,,,,,,13.66,1.99,,,,,,13.66,1.98,,,,,,13.66,1.98,,,,,,13.66,1.98,,,,,,13.66,1.99,,,,,,13.66,1.98,,
1,1,1,26,2,Z,,,,2,2,,UPS 2B,3,22,1,3,22,,2.2,14.4,12.5,6,1,,,,,,,,,13.6,2.05,,,,,,13.61,2.05,,,,,,13.6,2.05,,,,,,13.6,2.04,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.6,2.05,,,,,,13.59,2.05,,,,,,13.59,2.05,,,,,,13.6,2.05,,,,,,13.59,2.04,,,,,,13.59,2.04,,,,,,13.59,2.05,,,,,,13.59,2.05,,,,,,13.59,2.04,,
